fold,seed,teto,epoca,perda
2,42,100,98,0.5298767853889398
2,42,100,99,0.5310134167634321
2,42,100,100,0.5289801927247822
2,42,800,1,0.6065164831061106
2,42,800,2,0.5749415224924406
2,42,800,3,0.566300634047995
2,42,800,4,0.5610672520172573
2,42,800,5,0.5570377212276021
2,42,800,6,0.5558652782481882
2,42,800,7,0.5530939376942279
2,42,800,8,0.5520269504556372
2,42,800,9,0.5511087867312043
2,42,800,10,0.5511307546109989
2,42,800,11,0.5488515792416796
2,42,800,12,0.5485751880911411
2,42,800,13,0.5474403312179814
2,42,800,14,0.545944541627881
2,42,800,15,0.5462404527757403
2,42,800,16,0.5460714541512562
2,42,800,17,0.5443710341881021
2,42,800,18,0.5442323055609114
2,42,800,19,0.5437476799262139
2,42,800,20,0.5441515309572265
2,42,800,21,0.5430529545090202
2,42,800,22,0.5424141065879232
2,42,800,23,0.5419933647257186
2,42,800,24,0.5427049029744578
2,42,800,25,0.5418979775422909
2,42,800,26,0.5416644200216232
2,42,800,27,0.5405657157380729
2,42,800,28,0.5420439333957258
2,42,800,29,0.5394139920808223
2,42,800,30,0.5415533288672635
2,42,800,31,0.5392028384557743
2,42,800,32,0.5396713843485821
2,42,800,33,0.5398451244397793
2,42,800,34,0.5376757212199259
2,42,800,35,0.5375647257866308
2,42,800,36,0.5384053027554905
2,42,800,37,0.5371967320619909
2,42,800,38,0.5386512259815199
2,42,800,39,0.5387166927389324
2,42,800,40,0.5379238870277899
2,42,800,41,0.5371754585530782
2,42,800,42,0.5362711585058023
2,42,800,43,0.5357003700205498
2,42,800,44,0.5361428206948624
2,42,800,45,0.5365523186018212
2,42,800,46,0.5360437390712276
2,42,800,47,0.5367852757273869
2,42,800,48,0.5350436238982528
2,42,800,49,0.5357225621684513
2,42,800,50,0.5349666992606309
2,42,800,51,0.5342357014178437
2,42,800,52,0.5342905623592287
2,42,800,53,0.5344409418514677
2,42,800,54,0.535125708643901
2,42,800,55,0.5331711630409269
2,42,800,56,0.5334416214895353
2,42,800,57,0.5341256414391249
2,42,800,58,0.5330228051984032
2,42,800,59,0.5329585567577145
2,42,800,60,0.5330856014054374
2,42,800,61,0.5327248113569558
2,42,800,62,0.533035094132882
2,42,800,63,0.5321648156397409
2,42,800,64,0.5318521445043206
2,42,800,65,0.5322427702034338
2,42,800,66,0.5330754298237592
2,42,800,67,0.5333136601201578
2,42,800,68,0.5323398115848635
2,42,800,69,0.5342219269819664
2,42,800,70,0.5321791605208587
2,42,800,71,0.5315519344227055
2,42,800,72,0.5320351898306006
2,42,800,73,0.5312940106741817
2,42,800,74,0.5321100416553959
2,42,800,75,0.5309599659988148
2,42,800,76,0.5315372876603834
2,42,800,77,0.5304136927109997
2,42,800,78,0.530883841851945
2,42,800,79,0.5315581225481375
2,42,800,80,0.5310294835386266
2,42,800,81,0.5315850207736778
2,42,800,82,0.5313724301299545
2,42,800,83,0.5305841404273925
2,42,800,84,0.5300708170177119
2,42,800,85,0.5319493764893283
2,42,800,86,0.5303106786819172
2,42,800,87,0.5315851499744654
2,42,800,88,0.5323891489935284
2,42,800,89,0.5306661080346383
2,42,800,90,0.530832428489042
2,42,800,91,0.5307275928817945
2,42,800,92,0.5296240592108354
2,42,800,93,0.5307575638421733
2,42,800,94,0.5308355617707265
2,42,800,95,0.5321053893725117
2,42,800,96,0.5288633681045537
2,42,800,97,0.5301515490352557
2,42,800,98,0.5298767853889398
2,42,800,99,0.5310134167634321
2,42,800,100,0.5289801927247822
2,42,800,101,0.5299854129238416
2,42,800,102,0.5299177736619922
2,42,800,103,0.5294716900624422
2,42,800,104,0.5309083280531502
2,42,800,105,0.5293431219149863
2,42,800,106,0.5290985131771332
2,42,800,107,0.5292446025315224
2,1337,100,1,0.6164533099116362
2,1337,100,2,0.5749195186062647
2,1337,100,3,0.5668481290920664
2,1337,100,4,0.561878348958311
2,1337,100,5,0.5588706938310667
2,1337,100,6,0.5553914141663604
2,1337,100,7,0.5539402649355389
2,1337,100,8,0.5519862083213823
2,1337,100,9,0.5512786238711709
2,1337,100,10,0.5507554029585584
2,1337,100,11,0.549142613715287
2,1337,100,12,0.5480346797173817
2,1337,100,13,0.5471361197862861
2,1337,100,14,0.5471285681643955
2,1337,100,15,0.5474140513509708
2,1337,100,16,0.5449059920666975
2,1337,100,17,0.5448135473695799
2,1337,100,18,0.5440071752939887
2,1337,100,19,0.5439118613973912
2,1337,100,20,0.5435969411152014
2,1337,100,21,0.5425545330388971
2,1337,100,22,0.5421007641591586
2,1337,100,23,0.5411226996556573
2,1337,100,24,0.5418818276374573
2,1337,100,25,0.5411317704640969
2,1337,100,26,0.5407805811501496
2,1337,100,27,0.5400860409284166
2,1337,100,28,0.5395725975344206
2,1337,100,29,0.5408580034226259
2,1337,100,30,0.5396106358575745
2,1337,100,31,0.5389484012819472
2,1337,100,32,0.5392887008960762
2,1337,100,33,0.5396647759409473
2,1337,100,34,0.537963963179013
2,1337,100,35,0.5392449173195134
2,1337,100,36,0.5371961723698498
2,1337,100,37,0.5376659656310934
2,1337,100,38,0.5383368580452086
2,1337,100,39,0.5377580355990492
2,1337,100,40,0.5371463070968506
2,1337,100,41,0.5382490927958308
2,1337,100,42,0.5386508877994044
2,1337,100,43,0.5360413836042558
2,1337,100,44,0.536871633432909
2,1337,100,45,0.5360555113271217
2,1337,100,46,0.5352113119881602
2,1337,100,47,0.5353348343528996
2,1337,100,48,0.5363362352177989
2,1337,100,49,0.5365560797999781
2,1337,100,50,0.5356465386181279
2,1337,100,51,0.5348973907930061
2,1337,100,52,0.5356232984437537
2,1337,100,53,0.5347301354844982
2,1337,100,54,0.5351998055402558
2,1337,100,55,0.5347419380031164
2,1337,100,56,0.5348212103391073
2,1337,100,57,0.5342157050234044
2,1337,100,58,0.5363756662774705
2,1337,100,59,0.5356581991515057
2,1337,100,60,0.5349869910329231
2,1337,100,61,0.5349475529522316
2,1337,100,62,0.5337389524165126
2,1337,100,63,0.5331629496880674
2,1337,100,64,0.5342952710318932
2,1337,100,65,0.5329278576898661
2,1337,100,66,0.5340781359855925
2,1337,100,67,0.5343276398808053
2,1337,100,68,0.5339029506346608
2,1337,100,69,0.5340562388910025
2,1337,100,70,0.5319885313700795
2,1337,100,71,0.5329386726880772
2,1337,100,72,0.5334310893534199
2,1337,100,73,0.5333931350743842
2,1337,100,74,0.5324887950302484
2,1337,100,75,0.5328221907326347
2,1337,100,76,0.5325656412296637
2,1337,100,77,0.5323399134650743
2,1337,100,78,0.532439298993898
2,1337,100,79,0.5332184420601157
2,1337,100,80,0.5330989833997744
2,1337,100,81,0.5329386641204287
2,1337,800,1,0.6164533099116362
2,1337,800,2,0.5749195186062647
2,1337,800,3,0.5668481290920664
2,1337,800,4,0.561878348958311
2,1337,800,5,0.5588706938310667
2,1337,800,6,0.5553914141663604
2,1337,800,7,0.5539402649355389
2,1337,800,8,0.5519862083213823
2,1337,800,9,0.5512786238711709
2,1337,800,10,0.5507554029585584
2,1337,800,11,0.549142613715287
2,1337,800,12,0.5480346797173817
2,1337,800,13,0.5471361197862861
2,1337,800,14,0.5471285681643955
2,1337,800,15,0.5474140513509708
2,1337,800,16,0.5449059920666975
2,1337,800,17,0.5448135473695799
2,1337,800,18,0.5440071752939887
2,1337,800,19,0.5439118613973912
2,1337,800,20,0.5435969411152014
2,1337,800,21,0.5425545330388971
2,1337,800,22,0.5421007641591586
2,1337,800,23,0.5411226996556573
2,1337,800,24,0.5418818276374573
2,1337,800,25,0.5411317704640969
2,1337,800,26,0.5407805811501496
2,1337,800,27,0.5400860409284166
2,1337,800,28,0.5395725975344206
2,1337,800,29,0.5408580034226259
2,1337,800,30,0.5396106358575745
2,1337,800,31,0.5389484012819472
2,1337,800,32,0.5392887008960762
2,1337,800,33,0.5396647759409473
2,1337,800,34,0.537963963179013
2,1337,800,35,0.5392449173195134
2,1337,800,36,0.5371961723698498
2,1337,800,37,0.5376659656310934
2,1337,800,38,0.5383368580452086
2,1337,800,39,0.5377580355990492
2,1337,800,40,0.5371463070968506
2,1337,800,41,0.5382490927958308
2,1337,800,42,0.5386508877994044
2,1337,800,43,0.5360413836042558
2,1337,800,44,0.536871633432909
2,1337,800,45,0.5360555113271217
2,1337,800,46,0.5352113119881602
2,1337,800,47,0.5353348343528996
2,1337,800,48,0.5363362352177989
2,1337,800,49,0.5365560797999781
2,1337,800,50,0.5356465386181279
2,1337,800,51,0.5348973907930061
2,1337,800,52,0.5356232984437537
2,1337,800,53,0.5347301354844982
2,1337,800,54,0.5351998055402558
2,1337,800,55,0.5347419380031164
2,1337,800,56,0.5348212103391073
2,1337,800,57,0.5342157050234044
2,1337,800,58,0.5363756662774705
2,1337,800,59,0.5356581991515057
2,1337,800,60,0.5349869910329231
2,1337,800,61,0.5349475529522316
2,1337,800,62,0.5337389524165126
2,1337,800,63,0.5331629496880674
2,1337,800,64,0.5342952710318932
2,1337,800,65,0.5329278576898661
2,1337,800,66,0.5340781359855925
2,1337,800,67,0.5343276398808053
2,1337,800,68,0.5339029506346608
2,1337,800,69,0.5340562388910025
2,1337,800,70,0.5319885313700795
2,1337,800,71,0.5329386726880772
2,1337,800,72,0.5334310893534199
2,1337,800,73,0.5333931350743842
2,1337,800,74,0.5324887950302484
2,1337,800,75,0.5328221907326347
2,1337,800,76,0.5325656412296637
2,1337,800,77,0.5323399134650743
2,1337,800,78,0.532439298993898
2,1337,800,79,0.5332184420601157
2,1337,800,80,0.5330989833997744
2,1337,800,81,0.5329386641204287
2,2024,100,1,0.6062893564378707
2,2024,100,2,0.5742171168695319
2,2024,100,3,0.566219555644413
2,2024,100,4,0.5622932928197065
2,2024,100,5,0.5596301096729874
2,2024,100,6,0.5564249104894303
2,2024,100,7,0.5546765877842221
2,2024,100,8,0.5531172703385194
2,2024,100,9,0.5527487271554167
2,2024,100,10,0.5520860538196776
2,2024,100,11,0.5500320929951036
2,2024,100,12,0.549121877156901
2,2024,100,13,0.5486364237573793
2,2024,100,14,0.5485540380436019
2,2024,100,15,0.5464421829665048
2,2024,100,16,0.5473897889246511
2,2024,100,17,0.5458108145864075
2,2024,100,18,0.5454352374356362
2,2024,100,19,0.5459380120633192
2,2024,100,20,0.5439277843909323
2,2024,100,21,0.5430591554646442
2,2024,100,22,0.5438362606995361
2,2024,100,23,0.5440286345150446
2,2024,100,24,0.5422316947582314
2,2024,100,25,0.541817558339846
2,2024,100,26,0.5410974994016133
2,2024,100,27,0.5408422128672383
2,2024,100,28,0.5406456813853223
2,2024,100,29,0.5411279379343537
2,2024,100,30,0.5406127019085979
2,2024,100,31,0.5395675860205155
2,2024,100,32,0.540528689032102
2,2024,100,33,0.5396962890510458
2,2024,100,34,0.5401368931493659
2,2024,100,35,0.5392763274528305
2,2024,100,36,0.5380072581101596
2,2024,100,37,0.5377671198746872
2,2024,100,38,0.5375353113644578
2,2024,100,39,0.5370751016399615
2,2024,100,40,0.5375772641231443
2,2024,100,41,0.5364719948518664
2,2024,100,42,0.536483712328083
2,2024,100,43,0.5379821708108798
2,2024,100,44,0.5367549069466129
2,2024,100,45,0.5361219229673835
2,2024,100,46,0.5358791266189105
2,2024,100,47,0.5355373456933825
2,2024,100,48,0.5361517141080213
2,2024,100,49,0.5351799757424572
2,2024,100,50,0.5353623020196382
2,2024,100,51,0.5343958632035061
2,2024,100,52,0.5343299597000498
2,2024,100,53,0.5345133563099453
2,2024,100,54,0.5336902549849507
2,2024,100,55,0.5347336781348182
2,2024,100,56,0.5334560222672186
2,2024,100,57,0.5343398341235955
2,2024,100,58,0.5326566515265135
2,2024,100,59,0.5337174064922521
2,2024,100,60,0.5339741637486178
2,2024,100,61,0.5341891512684502
2,2024,100,62,0.5331870514559559
2,2024,100,63,0.5328809866510813
2,2024,100,64,0.5324321371224119
2,2024,100,65,0.5323483554062723
2,2024,100,66,0.5329179279017606
2,2024,100,67,0.5314006524372159
2,2024,100,68,0.5323640667409189
2,2024,100,69,0.5325001472741893
2,2024,100,70,0.5323284244989387
2,2024,100,71,0.5322880151706708
2,2024,100,72,0.531219746854757
2,2024,100,73,0.5317129485203045
2,2024,100,74,0.5308728423708802
2,2024,100,75,0.5314602435471508
2,2024,100,76,0.5306901190444626
2,2024,100,77,0.5301986786190791
2,2024,100,78,0.5315695863390163
2,2024,100,79,0.5318001899088735
2,2024,100,80,0.5312948254403863
2,2024,100,81,0.5300995515750038
2,2024,100,82,0.5298624217166084
2,2024,100,83,0.529942798131713
2,2024,100,84,0.5296111180066613
2,2024,100,85,0.5292522532210253
2,2024,100,86,0.5291294564141976
2,2024,100,87,0.5292869541416645
2,2024,100,88,0.5295157019948024
2,2024,100,89,0.5294351109109755
2,2024,100,90,0.5292191688635648
2,2024,100,91,0.5296470484233524
2,2024,100,92,0.5302577469271199
2,2024,100,93,0.5292102565609926
2,2024,100,94,0.5283275527414706
2,2024,100,95,0.5289802703697289
2,2024,100,96,0.5293727848191434
2,2024,100,97,0.5295605150716077
2,2024,100,98,0.5290409560613121
2,2024,100,99,0.5284074034864515
2,2024,100,100,0.5279897206454791
2,2024,800,1,0.6062893564378707
2,2024,800,2,0.5742171168695319
2,2024,800,3,0.566219555644413
2,2024,800,4,0.5622932928197065
2,2024,800,5,0.5596301096729874
2,2024,800,6,0.5564249104894303
2,2024,800,7,0.5546765877842221
2,2024,800,8,0.5531172703385194
2,2024,800,9,0.5527487271554167
2,2024,800,10,0.5520860538196776
2,2024,800,11,0.5500320929951036
2,2024,800,12,0.549121877156901
2,2024,800,13,0.5486364237573793
2,2024,800,14,0.5485540380436019
2,2024,800,15,0.5464421829665048
2,2024,800,16,0.5473897889246511
2,2024,800,17,0.5458108145864075
2,2024,800,18,0.5454352374356362
2,2024,800,19,0.5459380120633192
2,2024,800,20,0.5439277843909323
2,2024,800,21,0.5430591554646442
2,2024,800,22,0.5438362606995361
2,2024,800,23,0.5440286345150446
2,2024,800,24,0.5422316947582314
2,2024,800,25,0.541817558339846
2,2024,800,26,0.5410974994016133
2,2024,800,27,0.5408422128672383
2,2024,800,28,0.5406456813853223
2,2024,800,29,0.5411279379343537
2,2024,800,30,0.5406127019085979
2,2024,800,31,0.5395675860205155
2,2024,800,32,0.540528689032102
2,2024,800,33,0.5396962890510458
2,2024,800,34,0.5401368931493659
2,2024,800,35,0.5392763274528305
2,2024,800,36,0.5380072581101596
2,2024,800,37,0.5377671198746872
2,2024,800,38,0.5375353113644578
2,2024,800,39,0.5370751016399615
2,2024,800,40,0.5375772641231443
2,2024,800,41,0.5364719948518664
2,2024,800,42,0.536483712328083
2,2024,800,43,0.5379821708108798
2,2024,800,44,0.5367549069466129
2,2024,800,45,0.5361219229673835
2,2024,800,46,0.5358791266189105
2,2024,800,47,0.5355373456933825
2,2024,800,48,0.5361517141080213
2,2024,800,49,0.5351799757424572
2,2024,800,50,0.5353623020196382
2,2024,800,51,0.5343958632035061
2,2024,800,52,0.5343299597000498
2,2024,800,53,0.5345133563099453
2,2024,800,54,0.5336902549849507
2,2024,800,55,0.5347336781348182
2,2024,800,56,0.5334560222672186
2,2024,800,57,0.5343398341235955
2,2024,800,58,0.5326566515265135
2,2024,800,59,0.5337174064922521
2,2024,800,60,0.5339741637486178
2,2024,800,61,0.5341891512684502
2,2024,800,62,0.5331870514559559
2,2024,800,63,0.5328809866510813
2,2024,800,64,0.5324321371224119
2,2024,800,65,0.5323483554062723
2,2024,800,66,0.5329179279017606
2,2024,800,67,0.5314006524372159
2,2024,800,68,0.5323640667409189
2,2024,800,69,0.5325001472741893
2,2024,800,70,0.5323284244989387
2,2024,800,71,0.5322880151706708
2,2024,800,72,0.531219746854757
2,2024,800,73,0.5317129485203045
2,2024,800,74,0.5308728423708802
2,2024,800,75,0.5314602435471508
2,2024,800,76,0.5306901190444626
2,2024,800,77,0.5301986786190791
2,2024,800,78,0.5315695863390163
2,2024,800,79,0.5318001899088735
2,2024,800,80,0.5312948254403863
2,2024,800,81,0.5300995515750038
2,2024,800,82,0.5298624217166084
2,2024,800,83,0.529942798131713
2,2024,800,84,0.5296111180066613
2,2024,800,85,0.5292522532210253
2,2024,800,86,0.5291294564141976
2,2024,800,87,0.5292869541416645
2,2024,800,88,0.5295157019948024
2,2024,800,89,0.5294351109109755
2,2024,800,90,0.5292191688635648
2,2024,800,91,0.5296470484233524
2,2024,800,92,0.5302577469271199
2,2024,800,93,0.5292102565609926
2,2024,800,94,0.5283275527414706
2,2024,800,95,0.5289802703697289
2,2024,800,96,0.5293727848191434
2,2024,800,97,0.5295605150716077
2,2024,800,98,0.5290409560613121
2,2024,800,99,0.5284074034864515
2,2024,800,100,0.5279897206454791
2,2024,800,101,0.5274549862928161
2,2024,800,102,0.5290240555648756
2,2024,800,103,0.5273628979687013
2,2024,800,104,0.5275100645542614
2,2024,800,105,0.5273470879701359
2,2024,800,106,0.5286650253554239
2,2024,800,107,0.5286823142079159
2,2024,800,108,0.5279476197717076
2,2024,800,109,0.5278385835994442
2,2024,800,110,0.5282177122599437
2,2024,800,111,0.5265935261122886
2,2024,800,112,0.5272880648770011
2,2024,800,113,0.5280543159548984
2,2024,800,114,0.5272620268014774
2,2024,800,115,0.5267666879689691
2,2024,800,116,0.5264170176016347
2,2024,800,117,0.526818888437741
2,2024,800,118,0.5262410064107645
2,2024,800,119,0.5288470295083482
2,2024,800,120,0.5279942636533531
2,2024,800,121,0.5272140164283726
2,2024,800,122,0.5259206414774992
2,2024,800,123,0.5268502704074033
2,2024,800,124,0.5270327217389709
2,2024,800,125,0.526837509808486
2,2024,800,126,0.5257529940476001
2,2024,800,127,0.5270240264902608
2,2024,800,128,0.5267501657405097
2,2024,800,129,0.5261746148084055
2,2024,800,130,0.5267758225091268
2,2024,800,131,0.5272260141222596
2,2024,800,132,0.5263207489290016
2,2024,800,133,0.5265817818320354
2,2024,800,134,0.5278150019393548
2,2024,800,135,0.5258835590563837
2,2024,800,136,0.5263082879220002
2,2024,800,137,0.5251931600924606
2,2024,800,138,0.5265377305678222
2,2024,800,139,0.5252860519226656
2,2024,800,140,0.5260503813984834
2,2024,800,141,0.5256220792958343
2,2024,800,142,0.5264356220171277
2,2024,800,143,0.5266472692427552
2,2024,800,144,0.5258646003730099
2,2024,800,145,0.5255390875158025
2,2024,800,146,0.5257876902990659
2,2024,800,147,0.5253336835311052
2,2024,800,148,0.5264915649256587
3,42,100,1,0.5980901257169637
3,42,100,2,0.5732656798767114
3,42,100,3,0.5660274937887608
3,42,100,4,0.5622884787149014
3,42,100,5,0.5603260680674289
3,42,100,6,0.5593525737099432
3,42,100,7,0.5573259138360616
3,42,100,8,0.5564358510872607
3,42,100,9,0.5563872734163952
3,42,100,10,0.5542767940635532
3,42,100,11,0.5540828502488728
3,42,100,12,0.5527585900800207
3,42,100,13,0.5526394481310576
3,42,100,14,0.5521903285644596
3,42,100,15,0.5522638329608922
3,42,100,16,0.5508620041145604
3,42,100,17,0.5504783022786797
3,42,100,18,0.5499131907142271
3,42,100,19,0.5503841718767949
3,42,100,20,0.5491066168749975
3,42,100,21,0.5493903927142447
3,42,100,22,0.5484618689798313
3,42,100,23,0.5504719139615599
3,42,100,24,0.5483765540831674
3,42,100,25,0.5480244338934014
3,42,100,26,0.5472048216371578
3,42,100,27,0.5481744326535757
3,42,100,28,0.5473197180682352
3,42,100,29,0.5466508131078242
3,42,100,30,0.5459810793659142
3,42,100,31,0.545994824718748
3,42,100,32,0.5455517599651512
3,42,100,33,0.5454172537390898
3,42,100,34,0.5452554801361262
3,42,100,35,0.5458355240383137
3,42,100,36,0.54538963144468
3,42,100,37,0.5450773017659529
3,42,100,38,0.544448377302636
3,42,100,39,0.5446888861670848
3,42,100,40,0.5452786406753545
3,42,100,41,0.5455465530001019
3,42,100,42,0.544475207689981
3,42,100,43,0.5453668582077487
3,42,100,44,0.5450326198067715
3,42,100,45,0.5436573071662809
3,42,100,46,0.5441388836611908
3,42,100,47,0.5432251962350118
3,42,100,48,0.5438305808770884
3,42,100,49,0.5434104938262311
3,42,100,50,0.5434758083859
3,42,100,51,0.5443233620643775
3,42,100,52,0.5428156958631977
3,42,100,53,0.5437460057124757
3,42,100,54,0.5432555458533386
3,42,100,55,0.543384152959786
3,42,100,56,0.5439443611240321
3,42,100,57,0.542824677284159
3,42,100,58,0.5418895306026631
3,42,100,59,0.5416657754166228
3,42,100,60,0.5423516103698286
3,42,100,61,0.541509642434845
3,42,100,62,0.542287403776294
3,42,100,63,0.5419970708605596
3,42,100,64,0.5422320402404929
3,42,100,65,0.5416024165426708
3,42,100,66,0.5414297008996826
3,42,100,67,0.5424723622284214
3,42,100,68,0.5416183834711388
3,42,100,69,0.542039318710049
3,42,100,70,0.5421321327080582
3,42,100,71,0.5415911918400393
3,42,100,72,0.5418813340683685
3,42,800,1,0.5980901257169637
3,42,800,2,0.5732656798767114
3,42,800,3,0.5660274937887608
3,42,800,4,0.5622884787149014
3,42,800,5,0.5603260680674289
3,42,800,6,0.5593525737099432
3,42,800,7,0.5573259138360616
3,42,800,8,0.5564358510872607
3,42,800,9,0.5563872734163952
3,42,800,10,0.5542767940635532
3,42,800,11,0.5540828502488728
3,42,800,12,0.5527585900800207
3,42,800,13,0.5526394481310576
3,42,800,14,0.5521903285644596
3,42,800,15,0.5522638329608922
3,42,800,16,0.5508620041145604
3,42,800,17,0.5504783022786797
3,42,800,18,0.5499131907142271
3,42,800,19,0.5503841718767949
3,42,800,20,0.5491066168749975
3,42,800,21,0.5493903927142447
3,42,800,22,0.5484618689798313
3,42,800,23,0.5504719139615599
3,42,800,24,0.5483765540831674
3,42,800,25,0.5480244338934014
3,42,800,26,0.5472048216371578
3,42,800,27,0.5481744326535757
3,42,800,28,0.5473197180682352
3,42,800,29,0.5466508131078242
3,42,800,30,0.5459810793659142
3,42,800,31,0.545994824718748
3,42,800,32,0.5455517599651512
3,42,800,33,0.5454172537390898
3,42,800,34,0.5452554801361262
3,42,800,35,0.5458355240383137
3,42,800,36,0.54538963144468
3,42,800,37,0.5450773017659529
3,42,800,38,0.544448377302636
3,42,800,39,0.5446888861670848
3,42,800,40,0.5452786406753545
3,42,800,41,0.5455465530001019
3,42,800,42,0.544475207689981
3,42,800,43,0.5453668582077487
3,42,800,44,0.5450326198067715
3,42,800,45,0.5436573071662809
3,42,800,46,0.5441388836611908
3,42,800,47,0.5432251962350118
3,42,800,48,0.5438305808770884
3,42,800,49,0.5434104938262311
3,42,800,50,0.5434758083859
3,42,800,51,0.5443233620643775
3,42,800,52,0.5428156958631977
3,42,800,53,0.5437460057124757
3,42,800,54,0.5432555458533386
3,42,800,55,0.543384152959786
3,42,800,56,0.5439443611240321
3,42,800,57,0.542824677284159
3,42,800,58,0.5418895306026631
3,42,800,59,0.5416657754166228
3,42,800,60,0.5423516103698286
3,42,800,61,0.541509642434845
3,42,800,62,0.542287403776294
3,42,800,63,0.5419970708605596
3,42,800,64,0.5422320402404929
3,42,800,65,0.5416024165426708
3,42,800,66,0.5414297008996826
3,42,800,67,0.5424723622284214
3,42,800,68,0.5416183834711388
3,42,800,69,0.542039318710049
3,42,800,70,0.5421321327080582
3,42,800,71,0.5415911918400393
3,42,800,72,0.5418813340683685
3,1337,100,1,0.6051006445749012
3,1337,100,2,0.5739537314299212
3,1337,100,3,0.5674231140637259
3,1337,100,4,0.5640163568228614
3,1337,100,5,0.5619158895704703
3,1337,100,6,0.5599151066403394
3,1337,100,7,0.5582568965097998
3,1337,100,8,0.5569786889008848
3,1337,100,9,0.5557402374988678
3,1337,100,10,0.5547911127097716
3,1337,100,11,0.5534928059090425
3,1337,100,12,0.5537956191338904
3,1337,100,13,0.5525829900164021
3,1337,100,14,0.5521301771185086
3,1337,100,15,0.5514534059296344
3,1337,100,16,0.5514563390163368
3,1337,100,17,0.5504887795492158
3,1337,100,18,0.5504719259033136
3,1337,100,19,0.550535751950478
3,1337,100,20,0.5494141000766221
3,1337,100,21,0.5492701620378672
3,1337,100,22,0.5487582887958173
3,1337,100,23,0.548807817279483
3,1337,100,24,0.5487084637599416
3,1337,100,25,0.5489713748156938
3,1337,100,26,0.5474130705203799
3,1337,100,27,0.5475951140631384
3,1337,100,28,0.5479651584023908
3,1337,100,29,0.5474250781151906
3,1337,100,30,0.5462711899214132
3,1337,100,31,0.5471066406446468
3,1337,100,32,0.5465203398548132
3,1337,100,33,0.5472326760966152
3,1337,100,34,0.5461546024131858
3,1337,100,35,0.5470320513426884
3,1337,100,36,0.5458972601484356
3,1337,100,37,0.5459180621719393
3,1337,100,38,0.5462285076208788
3,1337,100,39,0.5452116712759194
3,1337,100,40,0.5459419148060561
3,1337,100,41,0.5450401836329524
3,1337,100,42,0.5459637384873137
3,1337,100,43,0.5451980846486183
3,1337,100,44,0.545415419498139
3,1337,100,45,0.5453592436884599
3,1337,100,46,0.5451318028358966
3,1337,100,47,0.5449139635835949
3,1337,100,48,0.5447307296585375
3,1337,100,49,0.5448863400997508
3,1337,100,50,0.5448401518745773
3,1337,100,51,0.543888505600723
3,1337,100,52,0.5446158513915471
3,1337,100,53,0.5431657310630712
3,1337,100,54,0.544871694414992
3,1337,100,55,0.5433719867543846
3,1337,100,56,0.5430995581022965
3,1337,100,57,0.545326513609262
3,1337,100,58,0.5435920858544576
3,1337,100,59,0.5440753942820281
3,1337,100,60,0.5434510860634482
3,1337,100,61,0.543669184647746
3,1337,100,62,0.543382439149279
3,1337,100,63,0.5439636257791266
3,1337,100,64,0.5430572964008767
3,1337,800,1,0.6051006445749012
3,1337,800,2,0.5739537314299212
3,1337,800,3,0.5674231140637259
3,1337,800,4,0.5640163568228614
3,1337,800,5,0.5619158895704703
3,1337,800,6,0.5599151066403394
3,1337,800,7,0.5582568965097998
3,1337,800,8,0.5569786889008848
3,1337,800,9,0.5557402374988678
3,1337,800,10,0.5547911127097716
3,1337,800,11,0.5534928059090425
3,1337,800,12,0.5537956191338904
3,1337,800,13,0.5525829900164021
3,1337,800,14,0.5521301771185086
3,1337,800,15,0.5514534059296344
3,1337,800,16,0.5514563390163368
3,1337,800,17,0.5504887795492158
3,1337,800,18,0.5504719259033136
3,1337,800,19,0.550535751950478
3,1337,800,20,0.5494141000766221
3,1337,800,21,0.5492701620378672
3,1337,800,22,0.5487582887958173
3,1337,800,23,0.548807817279483
3,1337,800,24,0.5487084637599416
3,1337,800,25,0.5489713748156938
3,1337,800,26,0.5474130705203799
3,1337,800,27,0.5475951140631384
3,1337,800,28,0.5479651584023908
3,1337,800,29,0.5474250781151906
3,1337,800,30,0.5462711899214132
3,1337,800,31,0.5471066406446468
3,1337,800,32,0.5465203398548132
3,1337,800,33,0.5472326760966152
3,1337,800,34,0.5461546024131858
3,1337,800,35,0.5470320513426884
3,1337,800,36,0.5458972601484356
3,1337,800,37,0.5459180621719393
3,1337,800,38,0.5462285076208788
3,1337,800,39,0.5452116712759194
3,1337,800,40,0.5459419148060561
3,1337,800,41,0.5450401836329524
3,1337,800,42,0.5459637384873137
3,1337,800,43,0.5451980846486183
3,1337,800,44,0.545415419498139
3,1337,800,45,0.5453592436884599
3,1337,800,46,0.5451318028358966
3,1337,800,47,0.5449139635835949
3,1337,800,48,0.5447307296585375
3,1337,800,49,0.5448863400997508
3,1337,800,50,0.5448401518745773
3,1337,800,51,0.543888505600723
3,1337,800,52,0.5446158513915471
3,1337,800,53,0.5431657310630712
3,1337,800,54,0.544871694414992
3,1337,800,55,0.5433719867543846
3,1337,800,56,0.5430995581022965
3,1337,800,57,0.545326513609262
3,1337,800,58,0.5435920858544576
3,1337,800,59,0.5440753942820281
3,1337,800,60,0.5434510860634482
3,1337,800,61,0.543669184647746
3,1337,800,62,0.543382439149279
3,1337,800,63,0.5439636257791266
3,1337,800,64,0.5430572964008767
3,2024,100,1,0.6008010202062158
3,2024,100,2,0.5739767955872483
