fold,seed,teto,epoca,perda
1,42,800,69,0.5251740018432327
1,42,800,70,0.5251153188642713
1,42,800,71,0.5255792094808678
1,42,800,72,0.5260379710647299
1,42,800,73,0.5248512484793303
1,42,800,74,0.5243541489222865
1,42,800,75,0.525040469803995
1,42,800,76,0.5259414508053236
1,42,800,77,0.5261520698734488
1,42,800,78,0.5268064883190187
1,42,800,79,0.5250487409063284
1,42,800,80,0.5238107941713053
1,42,800,81,0.5241090331446765
1,42,800,82,0.5237962580867378
1,42,800,83,0.5236120364213042
1,42,800,84,0.5226138167453608
1,42,800,85,0.5240816876317903
1,42,800,86,0.5233761980609823
1,42,800,87,0.5231409747765432
1,42,800,88,0.5226825458238374
1,42,800,89,0.523555600879882
1,42,800,90,0.5254194055601735
1,42,800,91,0.5215736362352597
1,42,800,92,0.5236520778422472
1,42,800,93,0.5224386416216379
1,42,800,94,0.521958257478819
1,42,800,95,0.5206202712760248
1,42,800,96,0.5221838734283107
1,42,800,97,0.5226856187064565
1,42,800,98,0.5210523466473757
1,42,800,99,0.522035836988952
1,42,800,100,0.5207336683696278
1,42,800,101,0.5209434126806098
1,42,800,102,0.5219652086158908
1,42,800,103,0.5201327584986328
1,42,800,104,0.520604904597878
1,42,800,105,0.5202728200431794
1,42,800,106,0.5200763400031269
1,42,800,107,0.5191157918784867
1,42,800,108,0.5202481123715236
1,42,800,109,0.5204770597872811
1,42,800,110,0.5187018014361624
1,42,800,111,0.5190851415272911
1,42,800,112,0.5214013041686549
1,42,800,113,0.5189798652072702
1,42,800,114,0.5201048366602129
1,42,800,115,0.5194449475729945
1,42,800,116,0.5203315369136714
1,42,800,117,0.5189077896570764
1,42,800,118,0.5204454296637956
1,42,800,119,0.5182640682265012
1,42,800,120,0.5196245029546412
1,42,800,121,0.5179152699363416
1,42,800,122,0.5182557874275036
1,42,800,123,0.5182710136023632
1,42,800,124,0.5181922842834049
1,42,800,125,0.5206788042533295
1,42,800,126,0.5195404992412518
1,42,800,127,0.5184883934093517
1,42,800,128,0.5208599605505353
1,42,800,129,0.5196562093196406
1,42,800,130,0.5198123176177968
1,42,800,131,0.5171172808866558
1,42,800,132,0.5191697606372413
1,42,800,133,0.5163079901636649
1,42,800,134,0.5177027555058071
1,42,800,135,0.517644460808335
1,42,800,136,0.5165468373645224
1,42,800,137,0.5189157180403385
1,42,800,138,0.519398344673476
1,42,800,139,0.5173705623986596
1,42,800,140,0.5187440919638217
1,42,800,141,0.5176161060904704
1,42,800,142,0.5162383935289553
1,42,800,143,0.5171625440263413
1,42,800,144,0.5182354398419237
1,1337,100,1,0.6443005598082406
