modelo,seed,epoca,perda
MFT,42,20,0.5607673896051117
MFT,42,21,0.5609448135900328
MFT,42,22,0.5601687969796548
MFT,42,23,0.5602121666626427
MFT,42,24,0.5601982518019809
MFT,42,25,0.5603753939635961
MFT,42,26,0.5590642352603608
MFT,42,27,0.5590473316847914
MFT,42,28,0.5581488525453296
MFT,42,29,0.5582261788028985
MFT,42,30,0.5579324602876089
MFT,42,31,0.5578879989859283
MFT,42,32,0.5577809456835725
MFT,42,33,0.5574145026583692
MFT,42,34,0.5581347501952273
MFT,42,35,0.5570261988670913
MFT,42,36,0.5569216202060375
MFT,42,37,0.5571139887870281
MFT,42,38,0.5570989158921261
MFT,42,39,0.5571930139345314
MFT,42,40,0.557301010325011
MFT,42,41,0.556305672909598
MFT,42,42,0.5563535917945938
MFT,42,43,0.5564529663012436
MFT,42,44,0.5563626975263825
MFT,42,45,0.5562758248023911
MFT,42,46,0.5557371686312808
MFT,42,47,0.5560206782385013
MFT,42,48,0.55604833408271
MFT,42,49,0.5557387602028029
MFT,42,50,0.5558851168525422
MFT,42,51,0.5567784332452526
MFT,42,52,0.5556353947466852
MFT,42,53,0.5556827654911931
MFT,42,54,0.5551801605716333
MFT,42,55,0.5555613586848731
MFT,42,56,0.5560014981539472
MFT,42,57,0.5554217338038782
MFT,42,58,0.5547698817390709
MFT,42,59,0.5552718338038724
MFT,42,60,0.5553174822977921
MFT,42,61,0.5549640146264831
MFT,42,62,0.555107176429433
MFT,42,63,0.5544464377070145
MFT,42,64,0.5555353261563957
MFT,42,65,0.5549863067982397
MFT,42,66,0.5547119779998251
MFT,42,67,0.5548613637438268
MFT,42,68,0.5550018560923955
MFT,42,69,0.5555752091684877
MFT,42,70,0.5542175343354767
MFT,42,71,0.5548017472414741
MFT,42,72,0.554402862028916
MFT,42,73,0.5540737468668804
MFT,42,74,0.5541599583423139
MFT,42,75,0.5543473624195215
MFT,42,76,0.5543189898015607
MFT,42,77,0.5539557503676035
MFT,42,78,0.5541903598872359
MFT,42,79,0.5549987744593791
MFT,42,80,0.5537605069833342
MFT,42,81,0.5548043846111742
MFT,42,82,0.5539552222887606
MFT,42,83,0.5536006243735166
MFT,42,84,0.5543764795453083
MFT,42,85,0.553428333287231
MFT,42,86,0.5535708990667351
MFT,42,87,0.5538024900154546
MFT,42,88,0.5542640870873529
MFT,42,89,0.5537884653773693
MFT,42,90,0.5536417952807371
MFT,42,91,0.5536248219984606
MFT,42,92,0.554176540312607
MFT,42,93,0.553049661695003
MFT,42,94,0.5535516560300108
MFT,42,95,0.5539919772659841
MFT,42,96,0.5537818394281621
MFT,42,97,0.5529578999846928
MFT,42,98,0.5540237339520069
MFT,42,99,0.5530758171607902
MFT,42,100,0.55274053245193
MFT,42,101,0.5531951774241886
MFT,42,102,0.5530847952572564
MFT,42,103,0.5533040884185843
MFT,42,104,0.5532334811810677
MFT,42,105,0.5533244572835053
MFT,42,106,0.5538376099238734
MFT,42,107,0.5528793203767981
MFT,42,108,0.5527209310818475
MFT,42,109,0.5530783489676031
MFT,42,110,0.5530554634662244
MFT,42,111,0.5528766639304973
MFT,42,112,0.5712569853188849
M0,1337,1,0.6025188736577689
M0,1337,2,0.5794687327601228
M0,1337,3,0.5741467035714749
M0,1337,4,0.571387995437529
M0,1337,5,0.5707629530636313
M0,1337,6,0.5685357520689651
M0,1337,7,0.5679050148881075
M0,1337,8,0.5668653284138307
M0,1337,9,0.5658761840491446
M0,1337,10,0.564913446988823
M0,1337,11,0.5651613327783017
M0,1337,12,0.5646388012057127
M0,1337,13,0.5634155465159781
M0,1337,14,0.5638610479876631
M0,1337,15,0.5636685026791745
M0,1337,16,0.5625019323055828
M0,1337,17,0.5623747478302903
M0,1337,18,0.5622160862391696
M0,1337,19,0.5615328334304183
M0,1337,20,0.5614727703779478
M0,1337,21,0.5616971166937725
M0,1337,22,0.5611850581273061
M0,1337,23,0.5609501325227858
M0,1337,24,0.5608513532017901
M0,1337,25,0.5611461169559963
M0,1337,26,0.5597140182572596
M0,1337,27,0.5600249205215466
M0,1337,28,0.5591844388159626
M0,1337,29,0.5597916887259178
M0,1337,30,0.5592379938828674
M0,1337,31,0.5591686965375119
M0,1337,32,0.559454589119761
M0,1337,33,0.5593465032040904
M0,1337,34,0.559273854580124
M0,1337,35,0.5588620478630475
M0,1337,36,0.5601562195565094
M0,1337,37,0.5584372435555948
M0,1337,38,0.5587731772594337
M0,1337,39,0.5585985040044065
M0,1337,40,0.5585159963278052
M0,1337,41,0.558028971242752
M0,1337,42,0.5581837402169919
M0,1337,43,0.5579949640246883
M0,1337,44,0.5581629055743818
M0,1337,45,0.5578518319572614
M0,1337,46,0.5575251805777989
M0,1337,47,0.5576604823959321
M0,1337,48,0.5577991173959255
M0,1337,49,0.5573548611983725
M0,1337,50,0.5575713731488939
M0,1337,51,0.5569683106356935
M0,1337,52,0.5573052651839181
M0,1337,53,0.5571385340619989
M0,1337,54,0.5574151038268472
M0,1337,55,0.5571188690957312
M0,1337,56,0.5570836711103575
M0,1337,57,0.5568049766540956
M0,1337,58,0.5569597928423625
M0,1337,59,0.557004671123679
M0,1337,60,0.5569687780409681
M0,1337,61,0.5568930720347397
M0,1337,62,0.5566524364982508
M0,1337,63,0.5561001053224535
M0,1337,64,0.5564184076785996
M0,1337,65,0.5563559528470401
M0,1337,66,0.5567857918792052
M0,1337,67,0.5560543684468999
M0,1337,68,0.5564123633744469
M0,1337,69,0.5557437275560362
M0,1337,70,0.5553390659885848
M0,1337,71,0.5557725869921555
M0,1337,72,0.5557683118520625
M0,1337,73,0.5561954668387226
M0,1337,74,0.5558082573529682
M0,1337,75,0.5555708294509607
M0,1337,76,0.5553986649114345
M0,1337,77,0.5558013365501866
M0,1337,78,0.5559364930673277
M0,1337,79,0.5553766644935063
M0,1337,80,0.555257326464914
M0,1337,81,0.5551780264311895
MRT,1337,1,0.599628505737763
MRT,1337,2,0.5792853509587734
MRT,1337,3,0.5759353453057734
MRT,1337,4,0.5737471478043636
MRT,1337,5,0.5717483393470119
MRT,1337,6,0.570818568657667
MRT,1337,7,0.569865279172639
MRT,1337,8,0.5690943356566426
MRT,1337,9,0.568444549691727
MRT,1337,10,0.5681462289606697
MRT,1337,11,0.5673526843397124
MRT,1337,12,0.567050743513647
MRT,1337,13,0.5666279681657989
MRT,1337,14,0.56609295394613
MRT,1337,15,0.565799237745745
MRT,1337,16,0.5659426869974202
MRT,1337,17,0.5656440968718103
MRT,1337,18,0.5647775025327646
MRT,1337,19,0.5643885923809321
MRT,1337,20,0.565244165379731
MRT,1337,21,0.5641610508141653
MRT,1337,22,0.5638520363555699
MRT,1337,23,0.5640083669382827
MRT,1337,24,0.5639680893820693
MRT,1337,25,0.5631807612258354
MRT,1337,26,0.5631735509825035
MRT,1337,27,0.562901800635783
MRT,1337,28,0.5632005347122248
MRT,1337,29,0.5625549035480794
MRT,1337,30,0.5627621495568279
MRT,1337,31,0.562425463753345
MRT,1337,32,0.561839290089907
MRT,1337,33,0.5625241339293475
MRT,1337,34,0.5618207749099164
MRT,1337,35,0.5617711119124434
MRT,1337,36,0.5621877960048386
MRT,1337,37,0.5615335314020617
MRT,1337,38,0.5614026683204292
MRT,1337,39,0.5614477159499492
MRT,1337,40,0.5611707375497254
MRT,1337,41,0.5610891081623633
MRT,1337,42,0.5608800568522061
MRT,1337,43,0.5610894899922967
MRT,1337,44,0.5610412529404026
MRT,1337,45,0.5608026943477582
MRT,1337,46,0.5610454160539188
MRT,1337,47,0.5606552313215534
MRT,1337,48,0.5605463697744638
MRT,1337,49,0.5601589944413625
MRT,1337,50,0.5599199948016489
MRT,1337,51,0.5604036415316198
MRT,1337,52,0.5602087351223781
MRT,1337,53,0.5606474198867504
MRT,1337,54,0.5598743638154469
MRT,1337,55,0.5601115014301339
MRT,1337,56,0.5596588432366643
MRT,1337,57,0.5600111734477851
MRT,1337,58,0.5595209146907383
MRT,1337,59,0.5596816893237178
MRT,1337,60,0.559984794939169
MRT,1337,61,0.5599365381699586
MRT,1337,62,0.5597555006800453
MRT,1337,63,0.5598804122812471
MRT,1337,64,0.559879351257123
MRT,1337,65,0.5601563093587139
MRT,1337,66,0.5589457377466537
MRT,1337,67,0.5593221737535611
MRT,1337,68,0.5592437246831446
MRT,1337,69,0.5591362304772345
MRT,1337,70,0.5593114284479804
MRT,1337,71,0.5591983538201062
MRT,1337,72,0.558970563319622
MRT,1337,73,0.5589882223748737
MRT,1337,74,0.5591393011180906
MRT,1337,75,0.5588485645687892
MRT,1337,76,0.559156192094092
MRT,1337,77,0.5588981905744125
MREC,1337,1,0.6191875983195868
MREC,1337,2,0.5781268794751055
MREC,1337,3,0.5725885289468374
MREC,1337,4,0.5692959210816183
MREC,1337,5,0.5662716279722616
MREC,1337,6,0.564495774410299
MREC,1337,7,0.5635519591926937
MREC,1337,8,0.5614650750193145
MREC,1337,9,0.5605239710147679
MREC,1337,10,0.5600080307461677
MREC,1337,11,0.5582561933700277
MREC,1337,12,0.5581250644269494
MREC,1337,13,0.5566365123676159
MREC,1337,14,0.5564494868278023
MREC,1337,15,0.5558359258519863
MREC,1337,16,0.5553832255294356
MREC,1337,17,0.5553746731324629
MREC,1337,18,0.5553600812754916
MREC,1337,19,0.5549581704503582
MREC,1337,20,0.5546600761328111
MREC,1337,21,0.5543350759170477
MREC,1337,22,0.55219886732274
MREC,1337,23,0.5517968356983037
MREC,1337,24,0.5523986504272634
MREC,1337,25,0.5514201803020886
MREC,1337,26,0.5509818286638473
MREC,1337,27,0.5514398273125464
MREC,1337,28,0.55103772921356
MREC,1337,29,0.5502544667818288
MREC,1337,30,0.5500172102125083
MREC,1337,31,0.5502978794455176
MREC,1337,32,0.5494819278460312
MREC,1337,33,0.549837541896003
MREC,1337,34,0.5502644492694233
MREC,1337,35,0.5501672054512059
MREC,1337,36,0.5490591622441658
MREC,1337,37,0.5495086657530706
MREC,1337,38,0.5476361232659311
MREC,1337,39,0.5481689034077859
MREC,1337,40,0.5472328927327831
MREC,1337,41,0.5482526455120391
MREC,1337,42,0.5469930689859315
MREC,1337,43,0.5476646485934386
MREC,1337,44,0.5477792151658807
MREC,1337,45,0.5471437250092512
MREC,1337,46,0.5465977815845178
MREC,1337,47,0.5467432187535933
MREC,1337,48,0.546502896713668
MREC,1337,49,0.546368934418964
MREC,1337,50,0.5456383175136789
MREC,1337,51,0.5458418385575486
MREC,1337,52,0.5440940079697908
MREC,1337,53,0.5449256051502116
MREC,1337,54,0.5451976693694008
MREC,1337,55,0.5452430397672797
MREC,1337,56,0.5453082656434302
MREC,1337,57,0.5451735607918066
MREC,1337,58,0.5446749235291362
MREC,1337,59,0.5447905113648415
MREC,1337,60,0.5435632251398973
MREC,1337,61,0.5446605694576403
MREC,1337,62,0.5436935465224454
MREC,1337,63,0.5434151047789124
MREC,1337,64,0.5431164565818396
MREC,1337,65,0.5435285560083282
MREC,1337,66,0.5426877753341743
MREC,1337,67,0.5429285972870017
MREC,1337,68,0.5423544502343368
MREC,1337,69,0.5424801421566515
MREC,1337,70,0.5422451413100787
MREC,1337,71,0.5429869406265552
MREC,1337,72,0.5417073218698325
MREC,1337,73,0.5428502414097162
MREC,1337,74,0.5419507190048017
MREC,1337,75,0.5407486817086304
MREC,1337,76,0.5415969025706137
MREC,1337,77,0.543747041515002
MREC,1337,78,0.540969923231973
MREC,1337,79,0.5425866581586939
MREC,1337,80,0.5416629416174027
MREC,1337,81,0.5404993888403672
MREC,1337,82,0.5413216851322662
MREC,1337,83,0.5408951450510644
MREC,1337,84,0.5424613051246078
MREC,1337,85,0.5402223513931423
MREC,1337,86,0.5409739792085148
MREC,1337,87,0.5405654829656165
MREC,1337,88,0.5404998063790399
MREC,1337,89,0.5391108392057946
MREC,1337,90,0.5408185769507712
MREC,1337,91,0.5401633877779789
MREC,1337,92,0.5414612407519852
MREC,1337,93,0.5404524256208885
MREC,1337,94,0.5401044229019688
MREC,1337,95,0.5408354920299672
MREC,1337,96,0.540340658243687
MREC,1337,97,0.540664891164826
MREC,1337,98,0.5401539800660127
MREC,1337,99,0.5389550854219898
MREC,1337,100,0.5402202674606884
MREC,1337,101,0.5388015325986829
MREC,1337,102,0.5396750225319603
MREC,1337,103,0.5401187333382073
MREC,1337,104,0.5392592987945097
MREC,1337,105,0.5388201438313343
MREC,1337,106,0.5384465580024261
MREC,1337,107,0.538684151079031
MREC,1337,108,0.5400718125573912
MREC,1337,109,0.5378950290793056
MREC,1337,110,0.5393974484688037
MREC,1337,111,0.5399368667000974
MREC,1337,112,0.5385184184129534
MREC,1337,113,0.5393249581178657
MREC,1337,114,0.537228463936975
MREC,1337,115,0.5386528729153511
MREC,1337,116,0.5383238361013893
MREC,1337,117,0.5383042130275771
MREC,1337,118,0.537514025124728
MREC,1337,119,0.5374582486951839
MREC,1337,120,0.5374452851889738
MREC,1337,121,0.5375260738899382
MREC,1337,122,0.5380106581475644
MREC,1337,123,0.5375131452521286
MREC,1337,124,0.5368564312917053
MREC,1337,125,0.5369275200027247
MREC,1337,126,0.5370632094863854
MREC,1337,127,0.5375392239662301
MREC,1337,128,0.5362854818001153
MREC,1337,129,0.536569932749564
MREC,1337,130,0.5369434783227359
MREC,1337,131,0.5367349007847918
MREC,1337,132,0.535778967385619
MREC,1337,133,0.5357291976464394
MREC,1337,134,0.53732424035321
MREC,1337,135,0.5357566551180438
MREC,1337,136,0.5361446381031323
MREC,1337,137,0.5359536556176512
MREC,1337,138,0.5353288102092523
MREC,1337,139,0.5374775882076819
MREC,1337,140,0.5346819070546391
MREC,1337,141,0.5363820618700188
MREC,1337,142,0.5356326935877852
MREC,1337,143,0.5353616783944787
MREC,1337,144,0.5359472776370023
MREC,1337,145,0.5359670597030526
MREC,1337,146,0.5356006324353616
MREC,1337,147,0.5366565190917523
MREC,1337,148,0.5363059132008919
MREC,1337,149,0.5354248196758515
MREC,1337,150,0.5349938482480489
MREC,1337,151,0.5374965519034995
MFT,1337,1,0.6025188736577689
MFT,1337,2,0.5794687327601228
MFT,1337,3,0.5741467035714749
MFT,1337,4,0.571387995437529
MFT,1337,5,0.5707629530636313
MFT,1337,6,0.5685357520689651
MFT,1337,7,0.5679050148881075
MFT,1337,8,0.5668653284138307
MFT,1337,9,0.5658761840491446
MFT,1337,10,0.564913446988823
MFT,1337,11,0.5651613327783017
MFT,1337,12,0.5646388012057127
MFT,1337,13,0.5634155465159781
MFT,1337,14,0.5638610479876631
MFT,1337,15,0.5636685026791745
MFT,1337,16,0.5625019323055828
MFT,1337,17,0.5623747478302903
MFT,1337,18,0.5622160862391696
MFT,1337,19,0.5615328334304183
MFT,1337,20,0.5614727703779478
MFT,1337,21,0.5616971166937725
MFT,1337,22,0.5611850581273061
MFT,1337,23,0.5609501325227858
MFT,1337,24,0.5608513532017901
MFT,1337,25,0.5611461169559963
MFT,1337,26,0.5597140182572596
MFT,1337,27,0.5600249205215466
MFT,1337,28,0.5591844388159626
MFT,1337,29,0.5597916887259178
MFT,1337,30,0.5592379938828674
MFT,1337,31,0.5591686965375119
MFT,1337,32,0.559454589119761
MFT,1337,33,0.5593465032040904
MFT,1337,34,0.559273854580124
MFT,1337,35,0.5588620478630475
MFT,1337,36,0.5601562195565094
MFT,1337,37,0.5584372435555948
MFT,1337,38,0.5587731772594337
MFT,1337,39,0.5585985040044065
MFT,1337,40,0.5585159963278052
MFT,1337,41,0.558028971242752
MFT,1337,42,0.5581837402169919
MFT,1337,43,0.5579949640246883
MFT,1337,44,0.5581629055743818
MFT,1337,45,0.5578518319572614
MFT,1337,46,0.5575251805777989
MFT,1337,47,0.5576604823959321
MFT,1337,48,0.5577991173959255
MFT,1337,49,0.5573548611983725
MFT,1337,50,0.5575713731488939
MFT,1337,51,0.5569683106356935
MFT,1337,52,0.5573052651839181
MFT,1337,53,0.5571385340619989
MFT,1337,54,0.5574151038268472
MFT,1337,55,0.5571188690957312
MFT,1337,56,0.5570836711103575
MFT,1337,57,0.5568049766540956
MFT,1337,58,0.5569597928423625
MFT,1337,59,0.557004671123679
MFT,1337,60,0.5569687780409681
MFT,1337,61,0.5568930720347397
