modelo,seed,atributo,mean,std
MRT,42,hiato_semanas,0.004967605101595471,0.0018402656228226008
MRT,42,mes,0.00930738644110364,0.0051683805856516584
MRT,42,peak_pos,0.035698206348377406,0.005171591062319411
MRT,42,radio_presente,0.0077715616062022565,0.004654159635432862
MRT,42,radio_rank,0.03493583006348892,0.005160935253461171
MRT,42,rank,0.034128754045331215,0.002532451862743811
MRT,42,rank_lag1,0.021712789702053623,0.0042468605714984856
MRT,42,rank_lag2,0.04153171581408378,0.005834623114023402
MRT,42,reentrada,0.01481908696856617,0.0018369211171527353
MRT,42,semana_ano,0.029179098894130874,0.004648047636615325
MRT,42,semanas_na_parada,0.024042194941944556,0.007228891636229172
MRT,42,streaming_presente,0.011514509788284485,0.003471869807294159
MRT,42,streaming_rank,0.011665472676004207,0.003329931135989714
MRT,42,variacao_1s,0.049745134310575076,0.006709910494848894
MRT,1337,album_presente,0.01695179022970188,0.0034918988340174855
MRT,1337,album_rank,0.051894713990021976,0.0055507189271459915
MRT,1337,digital_presente,0.0040977138770064755,0.003115706395424419
MRT,1337,digital_rank,0.007042598669978506,0.0036580140219120215
MRT,1337,distancia_pico,0.020313879444249956,0.0047393225137987586
MRT,1337,estreia,0.024693669064970957,0.0037840544390042264
MRT,1337,hiato_semanas,0.0008277976739500786,0.0009335377475510534
MRT,1337,mes,0.001290764958591603,0.0031920354203314838
MRT,1337,peak_pos,0.02927077019329959,0.005874074174469665
MRT,1337,radio_presente,0.008459621460954353,0.00584665419240034
MRT,1337,radio_rank,0.024059234827714215,0.0036322294815452657
MRT,1337,rank,0.022376896830857567,0.0033961507931550357
MRT,1337,rank_lag1,0.017402900501859397,0.0035175047461687005
MRT,1337,rank_lag2,0.0253240332968378,0.004481639331350071
MRT,1337,reentrada,0.010678042002872146,0.0017906520909381051
MRT,1337,semana_ano,0.026545420889774757,0.004411108897171713
MRT,1337,semanas_na_parada,0.01835433118829347,0.006675092243013105
MRT,1337,streaming_presente,0.003457288992227961,0.0018863366402449642
MRT,1337,streaming_rank,0.006521367789996957,0.0033044539626600027
MRT,1337,variacao_1s,0.0392775131430994,0.00504227540934058
MRT,2024,album_presente,0.02824286137447827,0.004124404274863011
MRT,2024,album_rank,0.05900934030383252,0.007163415764482972
MRT,2024,digital_presente,0.004063731013370467,0.003273693353688581
MRT,2024,digital_rank,0.009990995818436803,0.0035141900080052756
MRT,2024,distancia_pico,0.01983286795477131,0.005127080396496423
MRT,2024,estreia,0.036528174703437034,0.004983468543341371
MRT,2024,hiato_semanas,0.0032163493778183034,0.0012448096794300237
MRT,2024,mes,-0.001320166823962196,0.004409370853481452
MRT,2024,peak_pos,0.05493343273401341,0.004923875430009925
MRT,2024,radio_presente,0.010294014850351165,0.0059608609138610425
MRT,2024,radio_rank,0.03082364495852481,0.006162424385206288
MRT,2024,rank,0.041420665032992576,0.005183555122538304
MRT,2024,rank_lag1,0.017716581061540775,0.0052125075376283974
MRT,2024,rank_lag2,0.04026688243294267,0.006186748126713992
MRT,2024,reentrada,0.01187228952411844,0.0016912263581390671
MRT,2024,semana_ano,0.04287818382548381,0.0039048125647378365
MRT,2024,semanas_na_parada,0.028624802155759427,0.0065026296881462555
MRT,2024,streaming_presente,0.008579851718640879,0.004378288232044124
MRT,2024,streaming_rank,0.021929241469026577,0.0029327342636915974
MRT,2024,variacao_1s,0.04361612472848633,0.0069631127043548
