modelo,seed,atributo,repeticao,queda_mcc
MREC,42,radio_presente,3,0.0024746199740112995
MREC,42,radio_presente,4,-0.0029536893188662483
MREC,42,radio_presente,5,-0.010885544299549799
MREC,42,radio_presente,6,-0.0011512250751836428
MREC,42,radio_presente,7,-0.002856199097516249
MREC,42,radio_presente,8,0.004769564686439243
MREC,42,radio_presente,9,-0.0024403516695644667
MREC,42,radio_presente,10,-0.00011119886638821797
MREC,42,streaming_rank,1,0.01464965186695727
MREC,42,streaming_rank,2,0.018147433146898678
MREC,42,streaming_rank,3,0.01836572097959241
MREC,42,streaming_rank,4,0.022528638436505766
MREC,42,streaming_rank,5,0.023235956169168154
MREC,42,streaming_rank,6,0.023305580609329413
MREC,42,streaming_rank,7,0.02052002184120144
MREC,42,streaming_rank,8,0.02148192599581772
MREC,42,streaming_rank,9,0.017786947008759435
MREC,42,streaming_rank,10,0.020589845083664016
MREC,42,streaming_presente,1,-0.00036146160090808066
MREC,42,streaming_presente,2,0.006426538295772999
MREC,42,streaming_presente,3,0.000735482032282464
MREC,42,streaming_presente,4,0.00428010135309384
MREC,42,streaming_presente,5,0.007551345201677134
MREC,42,streaming_presente,6,0.005057547894067899
MREC,42,streaming_presente,7,0.002032043275785461
MREC,42,streaming_presente,8,0.009643474590801365
MREC,42,streaming_presente,9,0.009101215538704382
MREC,42,streaming_presente,10,-0.0012958077409028768
MREC,42,digital_rank,1,0.010295317648456204
MREC,42,digital_rank,2,0.00876590876149469
MREC,42,digital_rank,3,0.01247219180211323
MREC,42,digital_rank,4,0.0034806122203381584
MREC,42,digital_rank,5,0.006071456069006359
MREC,42,digital_rank,6,0.01495765319207562
MREC,42,digital_rank,7,0.01728162479911427
MREC,42,digital_rank,8,0.004440145875969831
MREC,42,digital_rank,9,0.011055042322074077
MREC,42,digital_rank,10,0.006398097615256948
MREC,42,digital_presente,1,0.0003326829376234519
MREC,42,digital_presente,2,0.0077344557243481105
MREC,42,digital_presente,3,0.005290240900396537
MREC,42,digital_presente,4,0.00017934929860069504
MREC,42,digital_presente,5,0.0012096576577145524
MREC,42,digital_presente,6,0.005306079568561578
MREC,42,digital_presente,7,-0.0029375499412175043
MREC,42,digital_presente,8,-0.0020031243570692026
MREC,42,digital_presente,9,-0.0009131076276449046
MREC,42,digital_presente,10,0.007949787020969518
MREC,42,album_rank,1,0.04998602007457899
MREC,42,album_rank,2,0.05073646234987435
MREC,42,album_rank,3,0.04052046111516519
MREC,42,album_rank,4,0.04789649833997364
MREC,42,album_rank,5,0.03841973220548431
MREC,42,album_rank,6,0.047094069222950716
MREC,42,album_rank,7,0.05315872804442012
MREC,42,album_rank,8,0.05345556593877007
MREC,42,album_rank,9,0.05146841097332194
MREC,42,album_rank,10,0.045099591862561975
MREC,42,album_presente,1,0.03238456619619451
MREC,42,album_presente,2,0.023674208022272325
MREC,42,album_presente,3,0.015261106873038749
MREC,42,album_presente,4,0.01874038921624313
MREC,42,album_presente,5,0.01968552468488824
MREC,42,album_presente,6,0.024268121948817334
MREC,42,album_presente,7,0.01661532720145506
MREC,42,album_presente,8,0.025854972019337924
MREC,42,album_presente,9,0.0276544578357987
MREC,42,album_presente,10,0.022495760612076116
MREC,42,mes,1,0.033286426561469046
MREC,42,mes,2,0.020791723762320385
MREC,42,mes,3,0.01683431564699983
MREC,42,mes,4,0.019622349375727377
MREC,42,mes,5,0.033949001682494234
MREC,42,mes,6,0.028989348362080003
MREC,42,mes,7,0.014342176443087551
MREC,42,mes,8,0.02629640991389315
MREC,42,mes,9,0.01860359702136513
MREC,42,mes,10,0.02159350636149912
MREC,42,semana_ano,1,0.028696330482389842
MREC,42,semana_ano,2,0.030841565432840223
MREC,42,semana_ano,3,0.03333277097301099
MREC,42,semana_ano,4,0.03572193124558218
MREC,42,semana_ano,5,0.018762887690957603
MREC,42,semana_ano,6,0.03270829733308761
MREC,42,semana_ano,7,0.027743780925015477
MREC,42,semana_ano,8,0.025585188434729678
MREC,42,semana_ano,9,0.029671081166526225
MREC,42,semana_ano,10,0.03486253821736146
MFT,42,rank,1,0.037860666310977176
MFT,42,rank,2,0.04110401386310675
MFT,42,rank,3,0.036480069117974745
MFT,42,rank,4,0.04058589236006277
MFT,42,rank,5,0.0474353415088255
MFT,42,rank,6,0.04360494565845335
MFT,42,rank,7,0.0500642343301928
MFT,42,rank,8,0.048247837432190965
MFT,42,rank,9,0.04575975570360302
MFT,42,rank,10,0.04549347303358661
MFT,42,rank_lag1,1,0.021613957676358736
MFT,42,rank_lag1,2,0.02344276099786799
